Year,Type,Country,Area,Activity,Injury,Fatal
2015,Boat,South Africa,Eastern Cape Province,Fishing,No injury,N
2015,Unprovoked,Egypt,No Data,Swimming,Fatal,Y
2015,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2015,Unprovoked,French Polynesia,Bora Bora,Hand Feeding Sharks,Injury,N
2015,Boat,Australia,New South Wales,Fishing,Bruised in falling overboard as shark bumped boat,N
2015,Provoked,Mexico,Sinaloa,Fishing,Injury,N
2015,Unprovoked,French Polynesia,Central Tuamotu,Sitting In The Water,Injury,N
2015,Boat,Atlantic Ocean,No Data,Transatlantic Rowing,No injury,N
2015,Unprovoked,Reunion,D’Étang-Salé,Swimming,Fatal,Y
2015,Unprovoked,Australia,New South Wales,Surfing,Fatal,Y
2015,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2015,Unprovoked,Australia,New South Wales,Bodysurfing,Injury,N
2015,Boat,Australia,Queensland,Rowing,No injury,N
2015,Provoked,Usa,Hawaii,Fishing,Injury,N
2015,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2015,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injury,N
2015,Boat,Usa,Florida,Fishing,No injury,N
2015,No Data,Australia,New South Wales,Surfing,Board snapped in two,No Data
2015,Boat,Australia,New South Wales,Fishing,"Shark bumped boat, no injury to occupants",N
2015,Unprovoked,Australia,New South Wales,Filming,Bitten on hand & wrist,N
2015,No Data,Usa,Florida,Swimming,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",No Data
2015,Unprovoked,Bahamas,Abaco Islands,Swimming,Severe bite to right flank,N
2015,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2014,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2014,Unprovoked,Australia,Western Australia,Diving,Fatal,Y
2014,No Data,South Africa,Kwazulu-Natal,Swimming,Injury,No Data
2014,Unprovoked,Usa,California,Surfing,Injury to hip/leg,N
2014,Provoked,Australia,Victoria,Fishing,Injury,N
2014,Unprovoked,Japan,No Data,Diving,No injury,N
2014,Unprovoked,Australia,Queensland,Diving,Fatal,Y
2014,Provoked,Spain,Granada,Fishing,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N
2014,Unprovoked,Australia,Western Australia,Surfing,Injury,N
2014,Provoked,Mauritius,Cargados Carajos Shoals (St. Brandon),Fishing,Injury,Y
2014,Boat,Australia,Western Australia,Fishing,"Shark chasing fish bumped boat, no injury to occupants",N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2014,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2014,Provoked,Australia,New South Wales,Surfing,Injury,N
2014,Unprovoked,Usa,Hawaii,Boating,No injury,N
2014,Unprovoked,Usa,Hawaii,Boating,No injury,N
2014,Boat,Usa,California,Canoeing,No injury,N
2014,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2014,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2014,Unprovoked,Usa,South Carolina,Wading,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Boat,Australia,Western Australia,Boating,"Kayak deflated, no injury to occupants",N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Fishing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Boat,Usa,California,Boating,No injury,N
2014,Boat,Usa,California,Boating,No injury,N
2014,Unprovoked,Usa,California,Surfing,Injury,N
2014,Unprovoked,Australia,Western Australia,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,French Polynesia,Moorea,Feeding Fish,Thumb & finger nipped,N
2014,No Data,Usa,California,Surfing,"A hoax, no shark involvement",No Data
2014,Unprovoked,Australia,New South Wales,Swimming,Fatal,Y
2014,Unprovoked,Usa,Alabama,Fishing,Injury,N
2014,Boat,Usa,Massachusetts,Boating,No injury,N
2014,Provoked,Usa,Florida,Fishing,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N
2014,Unprovoked,Spain,Catalonia,Playing With An Air Mattress,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury to left calf,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Provoked,Usa,Maryland,Fishing,Injury,N
2014,Unprovoked,Spain,Alicante,Swimming,Injury,N
2014,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2014,Unprovoked,Usa,South Carolina,Wading,Injury,N
2014,Provoked,Usa,Florida,Fishing,Injury,N
2014,Unprovoked,Usa,North Carolina,Kite Boarding,Injury,N
2014,Unprovoked,Australia,Western Australia,Diving,Injury,N
2014,Unprovoked,Usa,Florida,Wading,Injury,N
2014,Unprovoked,Bahamas,No Data,Diving,Injury,N
2014,Unprovoked,Usa,Florida,Swimming,Injury,N
2014,Unprovoked,Usa,Louisiana,Swimming,Injury,N
2014,Unprovoked,Usa,South Carolina,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Swimming,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,South Africa,Western Cape Province,Surfing,Injury,N
2014,No Data,No Data,No Data,Sea Disaster,Shark involvement prior to death not confirmed,No Data
2014,Unprovoked,Usa,North Carolina,Swimming,Injury,N
2014,Unprovoked,Reunion,Saint-Leu,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Wading,Injury,N
2014,Unprovoked,Spain,Canary Islands,Wading,Injury,N
2014,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2014,Unprovoked,Usa,Florida,Swimming,Injury,N
2014,No Data,Bahamas,West End,Diving,"Missing after a dive, shark involvement considered probable, but not confirmed",No Data
2014,Unprovoked,Usa,North Carolina,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Provoked,Usa,California,Swimming,Injury,N
2014,Unprovoked,Usa,California,Surfing,No injury,N
2014,Unprovoked,Usa,South Carolina,Surfing,Injury,N
2014,Boat,St. Martin,No Data,Transatlantic Rowing,His boat was holed by a shark,N
2014,Unprovoked,Bahamas,Abaco Islands,Diving,No injury,N
2014,Unprovoked,Australia,South Australia,Surfing,No injury,N
2014,Unprovoked,Australia,South Australia,Surfing,Injury,N
2014,Provoked,Australia,Western Australia,Petting A Shark,Injury,N
2014,Unprovoked,Brazil,No Data,Fishing,Severe injury to arm,N
2014,Unprovoked,Usa,Delaware,Wading,Injury,N
2014,Unprovoked,Australia,South Australia,Surfing,Injury,N
2014,Unprovoked,Japan,Atsumi Peninsula,Surfing,Injury,N
2014,Unprovoked,Usa,Texas,Kneeling In The Water,Injury,N
2014,Unprovoked,Usa,Florida,Swimming,Injury,N
2014,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2014,Unprovoked,Usa,Palmyra Atoll,Tagging Sharks,Injury,N
2014,Unprovoked,Australia,Queensland,Fell Into The Water,Injury,N
2014,Unprovoked,France,Wallis And Futuna,Diving,Injury,N
2014,Provoked,Australia,New South Wales,Teasing A Shark,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Australia,South Australia,Surfing,No injury,N
2014,Unprovoked,Usa,Florida,Wading,Injury,N
2014,Unprovoked,Usa,Georgia,Surfing,Injury,N
2014,No Data,Usa,Florida,Diving,No injury,No Data
2014,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2014,Unprovoked,South Africa,Western Cape Province,Diving,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Australia,Western Australia,Diving,Injury,N
2014,Unprovoked,Usa,Florida,Swimming,Injury,N
2014,Unprovoked,Usa,Florida,Wading,Injury,N
2014,Boat,South Africa,No Data,Shark Watching,No injury,N
2014,Provoked,South Africa,Eastern Cape Province,Fishing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Australia,New South Wales,Swimming,Fatal,Y
2014,No Data,Australia,Western Australia,Diving,Shark bites may have been post mortem,No Data
2014,Unprovoked,South Africa,Eastern Cape Province,Swimming,Fatal,Y
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,New Caledonia,Baie De Sainte-Marie,Surfing,Injury,N
2014,Unprovoked,Australia,Victoria,Surfing,Injury,N
2014,Unprovoked,Australia,New South Wales,Swimming,Injury,N
2014,No Data,Cayman Islands,No Data,Diving,No injury,No Data
2014,Unprovoked,Usa,Florida,Surfing,Injury,N
2014,Unprovoked,French Polynesia,Society Islands,Kitesurfing,Injury,N
2014,Boat,Papua New Guinea,No Data,Sailing,No injury,N
2014,Unprovoked,Australia,South Australia,Diving,Fatal,Y
2014,Provoked,Trinidad & Tobago,Trinidad,Fishing,Possibly a PROVOKED INCIDENT,N
2014,Unprovoked,New Zealand,South Island,Surfing,Injury,N
2014,Provoked,Australia,New South Wales,Fishing,Injury,N
2014,Unprovoked,New Zealand,South Island,Diving,Injury,N
2014,Sea Disaster,Japan,Okinawa Prefecture,Sea Disaster,5 cm bite to left foot,N
2014,Unprovoked,Usa,Hawaii,Diving,Injury,N
2014,Boat,New Zealand,No Data,Filming A Documentary,No injury,N
2013,Unprovoked,New Caledonia,North Province,Swimming,Injury,N
2013,Unprovoked,South Africa,Western Cape Province,Surfing,Injuries to left thigh,N
2013,Unprovoked,Kiribati,740 Miles Se Of Tarawa Atoll,Fishing,Severe injury to arm,N
2013,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,Australia,New South Wales,Surfing,Injury,N
2013,Unprovoked,Usa,Hawaii,Fishing,Fatal,Y
2013,Unprovoked,Australia,New South Wales,Surfing,Fatal,Y
2013,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2013,Unprovoked,Australia,Western Australia,Surfing,Fatal,Y
2013,Unprovoked,Usa,Oregon,Surfing,No injury,N
2013,Unprovoked,Australia,Western Australia,Surfing,No injury,N
2013,Provoked,Bahamas,No Data,Fishing,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N
2013,Unprovoked,Usa,New Jersey,Surfing,No injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,Usa,Hawaii,Kiteboarding,Severe bite to right calf & anklel,N
2013,Unprovoked,Australia,Western Australia,Swimming,Injury,N
2013,Unprovoked,Reunion,D’Étang-Salé,Surfing,Injury,N
2013,Unprovoked,Australia,Western Australia,Diving,No injury,N
2013,Unprovoked,Australia,New South Wales,Surfing,Injuries to right foot,N
2013,Unprovoked,Usa,Hawaii,Diving,Injury,N
2013,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2013,Unprovoked,Usa,Florida,Wading,Bitten on left calf & foot,N
2013,Unprovoked,South Africa,Eastern Cape Province,Swimming,Fatal,Y
2013,Unprovoked,Australia,Western Australia,Diving,"Injuries to torso, head and face",N
2013,Unprovoked,Usa,California,Surfing,Injury,N
2013,Unprovoked,Usa,Florida,Wading,Injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,Israel,Southern District,Diving,Injury,N
2013,Unprovoked,Usa,Florida,Wading,Injury,N
2013,Unprovoked,Usa,Florida,Swimming,Injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,Usa,Florida,Swimming,Injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Provoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,Usa,Florida,Wading,Injury,N
2013,Unprovoked,Usa,Florida,Swimming,Injury,N
2013,Unprovoked,Usa,Florida,Casting A Net,Injury,N
2013,Unprovoked,Bahamas,No Data,Diving,Injury,N
2013,Unprovoked,Usa,California,Swimming,Injury,N
2013,No Data,Usa,California,Swimming,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",No Data
2013,Provoked,France,Bay Of Biscay,Fishing,Injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,Australia,New South Wales,Wrangling A Shark,Injury,N
2013,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2013,Unprovoked,Usa,California,Surfing,No injury,N
2013,Unprovoked,Usa,Hawaii,Swimming,Fatal,Y
2013,Unprovoked,Usa,Hawaii,Kiteboarding,No injury,N
2013,Unprovoked,Usa,South Carolina,Surfing,No injury,N
2013,Unprovoked,South Africa,No Data,Attempting To Free The Shark,"Unknown, but survived",N
2013,Unprovoked,Usa,Florida,Fishing,Injury,N
2013,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2013,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2013,Unprovoked,Bahamas,Abaco Islands,Diving,Injury,N
2013,Unprovoked,Mexico,Quintana Roo,Wading,Injury,N
2013,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2013,Unprovoked,Bahamas,Exuma Islands,Cleaning Fish,Bitten on left hand,N
2013,Unprovoked,Bahamas,Abaco Islands,Diving,Bitten on rear lower extremities,N
2013,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
2013,Unprovoked,Usa,Alabama,Surfing,Injury,N
2013,Unprovoked,Usa,Florida,Swimming,4 cuts to posterior calf,N
2013,Unprovoked,Reunion,Saint-Paul,Swimming,Fatal,Y
2013,Unprovoked,Diego Garcia,No Data,Swimming,Fatal,Y
2013,Unprovoked,Usa,North Carolina,Wading,Injury,N
2013,No Data,Spain,Catalonia,Swimming,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",No Data
2013,Unprovoked,Australia,Victoria,Surfing,No injury,N
2013,Unprovoked,Taiwan,Taitung,Fishing,Injury,N
2013,Boat,Usa,California,Fishing,No injury,N
2013,Unprovoked,Usa,Florida,Swimming,Injury,N
2013,Unprovoked,Usa,South Carolina,Swimming,"Bitten on lower right leg, reported as a minor injury",N
2013,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2013,Unprovoked,Usa,Texas,Swimming,Injury,N
2013,Unprovoked,South Africa,Eastern Cape Province,Surfing,Injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,Usa,South Carolina,Surfing,Puncture marks to hand,N
2013,Provoked,Usa,Florida,Fishing,Injury,N
2013,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2013,Unprovoked,Usa,Hawaii,Diving,Injury,N
2013,Unprovoked,Usa,Florida,Swimming,Injury,N
2013,Provoked,Palestinian Territories,No Data,Fishing,Two fingers lost PROVOKED INCIDENT,N
2013,Unprovoked,Ecuador,Santa Cruz Island,Surfing,Superficial injury to left calf,N
2013,No Data,Usa,California,Surfing,Shark bites were post-mortem,No Data
2013,Unprovoked,Reunion,Saint-Gilles,Surfing,Fatal,Y
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Provoked,Australia,New South Wales,Fishing,Injury,N
2013,Unprovoked,Mexico,Quintana Roo,Swimming,Avulsion injury  to lower right leg,N
2013,Unprovoked,Australia,New South Wales,Fishing,Injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,South Africa,Western Cape Province,Diving,"""Light scratch on hand/wrist area""",N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,French Polynesia,Tuamotus,Kite Boarding,Injury,N
2013,Unprovoked,Usa,Florida,Swimming,Injury,N
2013,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2013,No Data,Australia,New South Wales,Surfing,Never happened; it was a  hoax,No Data
2013,Unprovoked,Seychelles,No Data,Diving,Injury,N
2013,Unprovoked,Belize,No Data,Swimming,Injury,N
2013,Unprovoked,Bahamas,Eleuthera,Fishing,Injury,N
2013,Provoked,South Africa,Western Cape Province,Fishing,Injury,N
2013,Unprovoked,South Africa,Western Cape Province,Surfing,No injury,N
2013,Unprovoked,Jamaica,St. Catherine,Diving,Fatal,Y
2013,Unprovoked,Australia,Western Australia,Diving,Injury,N
2013,Unprovoked,Philippines,Palawan,Swimming,Injury,N
2013,Unprovoked,South Africa,Eastern Cape Province,Swimming,Injuries to arms & hands,N
2013,Unprovoked,New Zealand,North Island,Swimming,Fatal,Y
2013,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2013,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2013,Unprovoked,Usa,Florida,Surfing,Injury,N
2013,Unprovoked,French Polynesia,Society Islands,Diving,Injury,N
2013,Boat,Australia,Victoria,Fishing,No injury,N
2013,Unprovoked,Australia,Queensland,Surfing,Injury,N
2013,No Data,Australia,Queensland,Dragging Stranded Shark Into Deeper Water,No injury,No Data
2013,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2013,Unprovoked,New Zealand,Mercury Islands,Diving,Injury,N
2013,Unprovoked,Australia,Western Australia,Diving,Injury,N
2012,Unprovoked,Usa,Florida,Swimming,Injury,N
2012,Unprovoked,Australia,New South Wales,Surfing,No injury,N
2012,Unprovoked,Australia,New South Wales,Boating,Injury,N
2012,Unprovoked,South Africa,Eastern Cape Province,Swimming,Fatal,Y
2012,Unprovoked,Australia,Western Australia,Surfing,No injury,N
2012,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2012,Unprovoked,Australia,New South Wales,Diving,Injury,N
2012,Unprovoked,New Zealand,South Island,Diving,No injury,N
2012,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2012,Unprovoked,Mexico,Sinaloa,Swimming,Fatal,Y
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Hawaii,Diving,Injury,N
2012,Unprovoked,Usa,Hawaii,Surfing,No injury,N
2012,Unprovoked,Usa,California,Surfing,Injury,N
2012,Unprovoked,Usa,Hawaii,Swimming,Injury,N
2012,Unprovoked,Usa,California,Surfing,Fatal,Y
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Hawaii,Boating,No injury,N
2012,Unprovoked,Nigeria,Delta,Bathing,Injury,N
2012,Unprovoked,Usa,California,Surfing,"No ijnury to boardrider, shark struck board breaking the mast",N
2012,Unprovoked,Australia,Western Australia,Bodyboarding,No injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Tonga,Vava'U,Swimming,Injuries to thighs & buttocks,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Florida,Swimming,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Injury,N
2012,Provoked,Usa,Hawaii,Diving,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Puncture wound to left ankle,N
2012,Provoked,Scotland,Inner Hebrides,Fishing,No injury,N
2012,Unprovoked,Australia,Western Australia,Surfing,Injury,N
2012,Unprovoked,Brazil,Pernambuco,Swimming,Fatal,Y
2012,Unprovoked,Usa,Alabama,Swimming,Injury,N
2012,Boat,Australia,Western Australia,Fishing,No injury,N
2012,Unprovoked,Usa,Florida,Diving,Injury,N
2012,Unprovoked,Reunion,Saint Leu,Surfing,Injury,N
2012,Unprovoked,French Polynesia,Tuamotus,Diving,Injury,N
2012,Unprovoked,Usa,California,Surfing,No injury,N
2012,Unprovoked,Australia,South Australia,Surfing,Injury,N
2012,Unprovoked,Usa,Hawaii,Surfing,Injury,N
2012,Unprovoked,Usa,Massachusetts,Surfing,Injury,N
2012,Unprovoked,Reunion,Trois-Bassins,Surfing,Fatal,Y
2012,No Data,Trinidad & Tobago,Trinidad,Swimming,Probable drowning with post-mortem bite,No Data
2012,No Data,Canada,British Colombia,Surfing,Injury,No Data
2012,Unprovoked,Australia,Western Australia,Surfing,Fatal,Y
2012,Unprovoked,Usa,North Carolina,Swimming,Injury,N
2012,Unprovoked,Bahamas,Eleuthera,Diving,Injury,N
2012,No Data,Australia,Victoria,Diving,Cause of death was drowning & preceded shark involvement,No Data
2012,Boat,Usa,California,Boating,No injury,N
2012,Unprovoked,South Africa,Western Cape Province,Surfing,Lacerattions to left thigh & knee,N
2012,No Data,Croatia,No Data,Swimming,"Leg struck. Initally reported as a shark attack, but involved a swordfish",No Data
2012,Unprovoked,Usa,Florida,Swimming,Injury,N
2012,Unprovoked,Usa,Florida,Surfing,Nip to left foot,N
2012,Unprovoked,Usa,Hawaii,Sitting In The Water,Injury,N
2012,Unprovoked,Australia,Tasmania,Surfing,"Knocked off board, shark bit nose off surfboard",N
2012,Unprovoked,Usa,Florida,Swimming,Injury,N
2012,Unprovoked,Australia,Western Australia,Surfing,No injury,N
2012,No Data,Usa,South Carolina,Wading,Injury,No Data
2012,Unprovoked,Usa,North Carolina,Wading,Injury,N
2012,Provoked,Usa,Florida,Fishing,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,N
2012,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2012,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2012,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2012,Unprovoked,Usa,South Carolina,Swimming,Injury,N
2012,Unprovoked,Australia,Victoria,Surfing,Injury,N
2012,Provoked,Italy,Sardinia,Attempting To Rescue An Injured & Beached Shark,Injury,No Data
